
<!-- saved from url=(0099)https://www.metabolomicsworkbench.org/data/showfile_t.php?RA=79.215.64.159&DF=MSdata_ST000383_1.txt -->
<html><head><meta http-equiv="Content-Type" content="text/html; charset=UTF-8"></head><body><pre>Metabolite_name	RefMet_name	090309bsesa100_1	090309bsesa106_1	090309bsesa109_1	090309bsesa110_1	090309bsesa59_1	090309bsesa60_1	090309bsesa61_1	090309bsesa65_1	090309bsesa66_1	090309bsesa67_1	090309bsesa68_1	090309bsesa69_1	090309bsesa75_1	090309bsesa77_1	090309bsesa78_1	090309bsesa88_1	090309bsesa89_2	090309bsesa92_2	090309bsesa95_1	090309bsesa96_1	090309bsesa98_1	090309bsesa99_1	090309bsesa101_1	090309bsesa104_1	090309bsesa108_1	090309bsesa112_1	090309bsesa58_1	090309bsesa62_1	090309bsesa63_1	090309bsesa64_1	090309bsesa70_1	090309bsesa72_1	090309bsesa73_1	090309bsesa79_1	090309bsesa80_2	090309bsesa82_1	090309bsesa83_1	090309bsesa84_1	090309bsesa85_1	090309bsesa86_1	090309bsesa87_1	090309bsesa90_2	090309bsesa94_1	090309bsesa97_1	090309bsesa102_1	090309bsesa103_1	090309bsesa74_1	090309bsesa76_1	090309bsesa91_1	090309bsesa93_2	090309bsesa105_1	090309bsesa107_1	090309bsesa111_1	090309bsesa57_1	090309bsesa71_1	090309bsesa81_1
leucine	Leucine	110392	86416	110472	120336	163112	268628	208583	264554	260037	120274	143757	123432	120675	215108	129863	87702	105783	165806	249840	158259	78460	303462	84620	1	149971	53821	252160	268641	194231	167605	224349	121286	170255	137157	89590	267344	156139	181103	158508	219692	139053	92089	145872	120941	58694	49367	55212	138230	117565	135821	39651	121051	129767	130254	145780	201854
levoglucosan	Glucosan	2832	2216	1883	1126	1440	1990	1507	4163	1316	1510	2574	1332	1284	1868	756	1909	2947	1679	6513	1534	2103	1352	9986	1170	3120	1838	7180	1591	1705	1417	4605	2527	1227	1914	3377	1177	1538	2360	1418	1737	1536	2140	1451	2116	573	1707	2098	3543	2710	710	1904	3125	1623	2564	2685	2222
lignoceric acid	Lignoceric acid	3900	38247	3820	3538	4735	3752	3287	4349	4684	3141	3152	3983	4274	3722	1909	2799	5921	5110	4551	3577	3179	3238	2686	3045	3486	3507	3303	3975	3825	4454	4356	4672	2870	3424	16350	4915	3771	2982	4996	3122	3821	3741	3554	2249	3079	3867	2935	3627	4703	3136	3554	3889	4181	5455	4288	4596
linoleic acid	Linoleic acid	2969	8463	3834	6224	9986	7845	7895	13475	10529	6429	10274	4464	6329	9816	15302	4338	9483	5327	6925	10067	6197	14247	19695	5355	3151	4478	3922	16087	6878	7715	7138	5340	11530	11698	9157	14366	7071	20464	5170	11695	11609	5239	8681	7390	7916	8451	3799	6186	6747	6183	4725	5712	8368	7293	7784	6277
lysine	Lysine	133079	118362	183420	113785	58206	85506	98501	141982	145045	138333	103743	140322	166165	177167	102511	124218	192127	252939	160979	166453	133676	163570	173713	139198	138098	120696	52757	87069	100846	81868	154675	192624	171896	159014	28412	158517	200128	141857	157829	117322	168326	151882	141186	180313	188070	126609	100304	213330	198735	187310	227819	192937	207994	75292	156193	170670
maltose	Maltose	1554	617	747	392	1975	2315	3548	1211	3243	2170	9025	1372	34350	650	442	7074	1622	694	792	1525	1505	7094	1687	628	3641	2170	2215	5170	3433	1110	397	3214	2041	486	2293	3577	1449	869	2202	813	791	2986	2256	1889	1077	844	864	848	1154	1758	815	1362	1382	1335	576	951
mannitol	Mannitol	3263	15763	16244	16139	15577	2987	15486	23129	22597	1981	34225	5666	8113	19860	1172	2307	2228	21017	196186	798	2811	29478	3906	19498	17474	18665	12738	9452	1525	15656	1539	19016	3211	18592	11982	24818	2285	18573	19274	3224	22793	17766	467	19625	10623	7946	6780	10274	14016	16423	12739	13170	11184	10967	14131	96441
methionine	Methionine	16201	15306	14332	6869	21634	21979	24688	25551	24770	16238	20614	17589	19438	25620	15411	11303			18780	21976	9516	15393	11574	13505	13991		26701	20357	20894	17688	25329	20774	25343	18626	17973	15764	22211	23065	20167	20285	17552		17734	19640	13790	7906	9986	18712	23814		9346	17823	17741	21557	21078	16361
monopalmitin-1-glyceride	MG 16:0/0:0/0:0	2903	3971	1259	1904	3702	1126	1646	1614	3791	1529	882	3923	1954	1897	2824	871	2403	1459	2436	1130	2437	1879	5708	1013	1705	1517	1834	3295	1455	1597	2728	1806	2597	2424	2402	4127	2522	1694	2573	1630	2322	917	1230	1821	1697	1571	800	1627	1367	6199	1182	1579	9959	1774	1584	2158
myristic acid	Myristic acid	3776	21566	4206	6099	7258	5650	6925	7412	7744	5233	6636	5898	5291	6542	5738	4065	7408	5761	6022	5634	4536	8299	6939	3618	5369	4605	5401	7199	7367	7751	7976	9350	7619	7152	11159	6537	7144	10022	4494	6677	6513	4948	6056	4644	4815	4455	4160	5327	6441	4183	4326	5220	12762	5504	5624	4885
N-methylalanine	N-Methylalanine	32872	45126	46603	49399	58708	110752	81215	52437	105418	41095	53023	18583	48761	42162	37355	29744	108996	157060	41027	46430	34504	80484	69316	40836	35280	90461	60610	84490	64769	40931	37742	39452	48564	47111	120201	54229	32592	51483	33908	61995	65277	2843	40271	58195	52675	45680	25226	32273	61214	106577	58669	58477	47614	28751	45103	60015
oleic acid	Oleic acid	7147	22317	9128	22995	11833	23555	15048	24480	32356	18113	27108	11013	8513	27983	44349	14109	16960	13380	25268	23246	12549	52247	66262	11286	8347	5764	4683	51487	18164	16038	28310	13846	29140	32660	18548	45798	21017	52130	10125	36779	22819	11869	25438	29547	8002	6721	4236	7829	9206	8861	3879	8591	18253	11575	6982	11911
ornithine	Ornithine	2971	2382	7478	3009	20357	11711	11543	18959	20540	2337	3213	4731	2330	13732	5425	3135	3222	7555	17298	11314	1908	7663	1888	3040	5053	3002	19132	11975	6856	7979	11425	2560	7231	6568	9798	8756	9236	5345	3762	3849	5863	3788	5368	4283	2531	2639	2622	4193	5894	4427	3542	2695	9500	16531	9390	4302
oxalic acid	Oxalic acid	3190636	2628972	3391977	3346389	422223	466164	631197	1305177	816292	1320148	1294192	2096778	1528233	607468	5703268	3084443	2544358	1461842	629837	2146024	3053218	1347893	2742708	3560695	3312600	2744028	403561	355822	927264	1028277	766511	1785556	1152413	2225267	2341905	2378972	1748379	1877473	2471741	2132060	1210342	3859089	2994474	3710379	4057769	4774864	1957796	2537716	1944131	2580635	3622606	2703475	2120131	298037	1851259	2192441
palmitic acid	Palmitic acid	54165	296727	52128	102297	85104	90114	98307	103388	114275	71458	103987	77624	85187	94383	103518	61125	100836	85222	99279	82559	60632	150800	148817	62155	80436	66296	70513	129257	86514	92685	97407	89948	112587	117214	114443	133613	93949	147857	66626	104838	100557	71326	103602	77351	88061	52412	52741	72969	91022	64757	62429	76900	119175	80112	72227	69414
palmitic acid butyl ester NIST	Standard	1328	4037	1548	902												1133	2487	955	766	964	1023	881	1555	1454	720	564									4229	1246	1416	1489	1189	1161	1606	1172	444	1042	625	510			1331	3626	361	686	725			1070
palmitoleic acid	Palmitoleic acid	5439	29892	5793	9287	8776	10424	8650	10235	15560	9577	11123	9093	6254	2277	18375	9061	10714	3901	11907	11729	7222	30060	21272	6233	6068	5482	4819	19507	2466	9134	19575	8853	13110	14441	10409	3088	12923	25275	6988	17725	13609	7510	11125	15653	2050	3993	2888	5569	6030	6131	3395	6676	20935	7632	2622	7505
pelargonic acid	Pelargonic acid	68422	72998	119153	80942	40578	44199	66108	59694	79213	66055	62857	57891	64764	52466	57849	67960	69869	98802	108853	91374	39819	56411	36065	55942	53293	65234	58199	70247	85077	52069	46369	65445	75627	56486	172462	56480	79222	62462	71867	70875	90007	36781	60635	38272	63979	109518	47036	73341	94636	60928	78489	56454	54892	75692	76821	64458
phenylalanine	Phenylalanine	56678	53006	56469	48512	75915	68685	92414	74555	83315	67094	70627	49877	85053	69113	35618	49535	53459	67640	68478	58591	44998	68863	42066	51526	46816	44492	90508	70952	79910	75982	75682	57460	81992	59781	42498	57541	76377	67370	66660	72561	60160	48253	58979	59379	42701	31768	30423	67263	93016	56596	43636	56180	62099	84993	56733	66380
phosphoethanolamine	Phosphoethanolamine	2078	2276	2966	2192	1513	1419	2509	477	1971	2122	2353	2081	3209	1146	671	3794	2056	2859	1158	2402	2629	2397	4137	2891	1807	1647	2259	2222	2021	1880	988	2301	2166	1422	4935	951	2845	2894	1277	795	2908	1929	3707	1531	1979	1017	1345	1766	1093	2185	916	1850	2088	1826	1788	2088
phosphoric acid	Phosphoric acid	1058861	1300029	1517666	1517675	2196027	1579010	1693561	1508501	1678079	1579013	1526226	1188852	1527808	997340	706133	970753	845343	1406740	1526028	1293878	1284665	1399508	1263918	1121260	1280358	1653359	1435691	1952693	1822006	1492908	1418598	1504954	1513446	1237709	1111172	1345570	1282996	1110188	1195604	932026	1086871	1225470	1289047	949434	1017589	1032305	681454	1210845	1298067	1149909	1235905	1516426	1918632	1778597	1439923	1354866
proline	Proline	106579	52755	94050	31572	250227	243231	222635	245094	200702	100172	163323	112797	150758	285841	101565	73737	105096	118325	266360	194323	76248	236967	72967	106099	142379	46983	295384	354339	147348	314320	246505	130743	188239	131621	71362	188930	167400	134475	84441	188634	129164	38103	61417	119507	77110	32763	75433	177320	67796	91077	28514	107186	124497	246372	188053	239812
pseudo uridine	Pseudouridine	9163	6731	6328	4175	8224	6326	7115	7250	6538	7731	6518	10079	11252	9682	3236	4855	5581	12423	12694	6612	11080	8044	12385	5813	4688	8145	9324	7680	5658	8604	11120	7068	6988	8054	3676	3489	6075	11290	4891	6754	5406	6187	5269	5239	8895	4843	3916	8862	9032	7570	6137	7966	8250	12193	9811	8346
putrescine	Putrescine	4863	7862	3741	7971	1652	1132	1445	1639	1661	9941	4661	3513	2476	4687	1503	2496	13241	7844	4750	2170	2369	2295	2836	2296	1778	2834	1581	2219	1996	1617	2910	22888	2745	6244	3021	1951	2693	2610	2405	3693	1727	2443	2443	1918	3338	4359	1392	1905	2655	2565	3426	25300	2589	3149	16475	1535
pyrazine 2_5-dihydroxy NIST	Standard	836	1306	863	591	826	689	625	786	705	633	918	684	710	628	409	679	781	1170	1120	885	907	639	832	728	719	808	466	754	600	659	753	558	787	888	1412	741	624	627	707	633	803	845	1122	922	819	884	537	848	1327	771	711	861	898	902	774	787
pyrophosphate	Pyrophosphate	10038	8708	9098	7076	20409	15295	17332	18625	19135	15200	15755	14565	15479	13157	8412	9273	9849	12350	10042	10145	10411	11161	10935	8319	7926	9262	17963	18433	16428	17630	18657	11848	11895	12107	6391	12538	14686	11776	14580	11641	15522	8266	9085	11446	12703	10008	10371	17005	12130	10543	11074	11617	12167	20401	16768	15856
serine	Serine	81600	150880	86508	88406	112528	150346	109660	167175	144154	101540	143886	84899	115177	162860	95663	46313	95802	118060	121639	140835	63207	113438	58730	94690	103758	54678	122582	196150	135680	108621	154424	75960	133535	88828	83650	115324	123073	111567	111862	108704	98455	68348	114211	72403	100478	51725	52892	93104	94044	68256	74459	71737	141970	128963	121311	90514
shikimic acid	Shikimic acid	1485	30850	3065	4054	1945	2423	2022	5658	6664	2408	3118	4861	1876	2281	1368	2562	3306	10484	1676	1617	1036	1264	2249	1118	1519	1444	2823	2954	3207	2270	4821	115244	2333	1726	25223	2002	8159	1918	2247	1940	1699	2654	9375	1494	2210	3477	7452	3367	2110	1324	1576	1091	8515	3642	23265	1621
stearic acid	Stearic acid	564548	1276793	452012	827836	645215	609607	742820	841537	820456	604254	910891	720656	693588	750450	561406	736508	712951	716815	728648	513138	564864	995860	620735	506723	819253	557505	660865	745307	732262	751336	796903	641255	816586	708293	649759	887025	701233	965176	527959	735799	1001432	534238	749310	476302	741680	465160	505369	522011	774704	454482	614540	700227	630608	632187	636750	500123
succinic acid	Succinic acid	5690	8557	8609	3975	2672	2494	5062	2687	2373	4551	4944	3318	5116	4267	2317	1765	9350	11984	4175	2691	3994	3900	3164	5705	6086	5252	2331	3209	3406	3394	3306	3596	2732	4867	16342	3619	3356	5299	2137	5010	3364	8958	2941	5992	4628	11353	3439	5935	3715	6290	7666	6489	5220	5293	6070	3188
sucrose	Sucrose	4593	5515	457	1130	8452	497	130	1621	844	1992	565	2273	419	395	273	607	552	777	788	1428	632	493	428	443	1016	3375	290	434	948	418	1201	17821	862	1911	1259	564	551	2834	574	706	576	254	319	344	927	498	416	496	576	700	392	540	1193	590	4893	1227
taurine	Taurine	6573	1675	2462	2285	8049	4016	7394	5993	3179	8923	6450	5527	32865	7508	5231	2467	2843	4316	4188	9196	4009	6013	7434	4716	3678	971	4302	5536	7531	4491	6958	2874	3702	5271	1062	5779	5676	13292	8266	5275	6835	3184	2130	3149	2457	2133	2494	5754	2872	2835	1407	3088	3034	7155	8605	8869
threonic acid	Threonic acid	2976	5555	8079	3257	3612	3424	8493	6569	9551	5445	10140	4891	4700	3618	4757	6682	6062	9025	3392	13804	3178	1879	12020	2986	2102	1409	3601	3685	2577	3429	4870	4253	3247	3922	4593	3367	3790	9766	4626	1254	10225	8015	2451	4391	7137	6338	3407	6153	3445	3576	4563	3127	11307	13156	4673	4496
threonine	Threonine	82966	83437	67714	59462	118572	124305	117610	116571	128186	152014	85983	82027	114256	103404	81033	59998	98128	134026	75216	192853	59279	63564	59272	76554	79931	50171	128157	113245	168964	88108	77677	91334	102103	131536	80032	75236	116866	97585	88051	85051	101215	78184	113779	123565	111882	58939	90760	126666	118054	74442	115562	126200	92407	141422	79073	91673
tocopherol alpha	alpha-Tocopherol	15022	13836	11414	16011	12973	22930	30330	18948	18940	34888	26013	17747	22557	21287	17478	8384	16322	13741	16429	10392	11479	25633	24056	23300	11066	13286	34030	19598	16151	22133	10778	30177	21343	24011	13984	29783	12992	16543	26836	19278	21622	17415	13081	18825	20303	7836	5257	19163	14590	18509	15575	25450	15225	17293	36574	67541
tocopherol beta NIST	Standard	1081	833	1111	1044	1985	1003	665	1332	847	925	1362	862	436	931	781	523	733	1291	1215	605	880	1066	1417	1144	912	1338	975	1569	1335	1056	1285	829	546	634	4993	664	1073	971	780	1236	1095	525	879	533	1029	1380	1051	914	1469	875	975	1414	945	417	1510	892
tocopherol gamma	gamma-Tocopherol	6603	6599	6978	7733	30309	12338	10215	14630	10196	2202	9924	7080	9867	12754	6223	2887	12591	6127	12342	8912	13877	22669	14072	9620	7324	12265	3732	10358	9833	10695	12544	3319	9398	9007	5947	10592	5827	7656	11181	14904	3833	6973	7292	6519	7213	5453	4808	1531	10264	7184	6307	15051	7281	10729	14511	2283
tryptophan	Tryptophan	68977	125985	143125	119343	196866	123381	254651	243372	216129	172298	188807	108322	214933	158311	83785	120317	194416	145485	112793	148952	118712	131554	103093	145599	128476	171792	212410	185852	168377	197845	160550	161612	180634	163844	121941	151130	203393	119555	186768	161660	110472	128903	109656	146976	164659	104844	99709	203794	185241	141552	157475	181519	183012	204587	177553	172169
tyrosine	Tyrosine	171096	168766	125425	117495	192824	132521	237048	195817	194113	175114	147153	154228	236057	158574	101815	147741	210101	215069	128510	147010	135190	105907	126998	164134	181405	181972	233151	143656	197337	196811	201650	104758	172436	226082	127808	138358	217624	187764	154009	166120	172052	142617	132784	193308	155217	108843	122797	199458	305374	186466	179881	228509	223131	202604	158072	269123
urea	Urea	759023	663615	669804	578738	323632	832308	630461	607425	686350	1033750	830191	1265815	772036	2578890	444691	490186	676176	324768	789830	597060	165326	743533	173743	121900	569848	728587	815878	410431	571354	603072	695389	916948	704033	619520	1128876	663698	659779	675753	745955	735761	699811	702259	695905	169115	194913	802333	666048	898450	873335	672432	629647	725140	683185	1283249	971902	746095
uric acid	Uric acid	171628	118226	63715	124442	279503	176542	198835	166434	130733	179694	56087	153135	234470	205015	61351	102851	141909	156221	154183	36064	209293	192927	161342	174489	117281	179160	180532	144362	98607	152180	160254	190391	179765	153907	52304	109989	120497	141825	74974	134241	94139	139859	119435	65836	106074	44890	53446	64819	266879	168302	130168	167839	145014	170179	198088	166226
uridine	Uridine	813	970	845	546	1215	1035	1074	1493	2136	1135	1798	1754	834	1339	641	830	1027	1586	983	809	1289	1000	896	1045	832	796	727	1312	1190	1623	1111	1425	1172	793	1914	1153	617	971	797	880	1214	1018	999	928	666	855	774	1205	677	690	870	865	1086	628	938	946
valine	Valine	327000	225592	306123	328559	456314	555441	527806	543246	517456	407241	304001	333208	369605	400430	255947	210464	281575	375341	474688	388063	270751	550819	216263	331843	340080	242784	683494	555962	487914	424682	464009	350496	409415	380238	258966	609022	357663	324166	414224	430513	328604	272863	299921	293813	227095	143982	196105	396308	365049	342023	158946	339271	318633	422647	430856	521560
xylose	Xylose	5322	10619	5817	7262	5933	3903	5343	3967	4788	4121	4020	2528	5881	4635	2413	6156	5304	6821	7139	4049	6817	5535	5199	5664	4925	7246	4233	4959	7660	3818	4501	7033	6165	5468	7585	4956	5338	5641	4935	4688	6994	5819	6441	5539	4866	6987	3002	3996	4189	4763	4680	4353	4729	3812	3345	3935
																																																									

</pre></body></html>
